id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,notes_baker,origin,oven_temperature,pastry_type,preheating_time,salt_ratio,sugar_content,vanilla_extract,quality_class
4114,40.0,26.0,36.0,94.6,62.0,11.0,319.0,3.4,,Lisboa,309.0,Pastel De Nata,225.0,34.4,21.0,4.6,KO
4115,68.0,27.0,29.0,98.6,58.0,11.0,283.0,3.4,,Lisboa,281.0,,199.0,59.81,86.7,6.4,OK
4116,68.0,18.0,36.0,94.8,51.0,10.0,325.0,3.3,,Lisboa,321.0,Pastel Nata,217.0,43.08,12.7,6.2,OK
4117,74.0,44.0,22.0,101.4,45.0,10.0,95.0,3.3,,Porto,102.0,,346.0,104.15,27.2,9.3,OK
4118,42.0,23.0,24.0,98.5,65.0,13.0,229.0,3.2,,Lisboa ,234.0,Pastel De Nata,182.0,39.74,65.8,4.9,OK
4119,74.0,24.0,71.0,97.8,118.0,9.0,298.0,2.9,,lisboa,303.0,N/A,232.0,35.15,81.7,4.3,OK
4120,51.0,27.0,56.0,94.5,102.0,14.0,254.0,3.2,,Lisboa,245.0,N/A,205.0,37.69,75.5,4.4,OK
4121,46.0,16.0,24.0,98.7,96.0,10.0,192.0,3.2,,Lisboa,193.0,N/A,203.0,51.82,146.4,3.5,OK
4122,52.0,23.0,38.0,99.9,72.0,9.0,219.0,3.2,,Lisboa,223.0,Pastel De Nata,224.0,55.91,150.2,4.6,KO
4123,79.0,29.0,12.0,98.6,38.0,13.0,67.0,3.4,,Porto,86.0,Pastel Nata,212.0,66.59,20.7,5.4,OK
4124,72.0,27.0,14.0,98.6,132.0,9.0,,3.0,,Lisboa,325.0,Pastel Nata,215.0,55.58,12.4,4.2,KO
4125,59.0,19.0,31.0,98.4,58.0,10.0,195.0,3.1,,LISBOA,189.0,Pastel de Nata,223.0,51.67,116.7,4.1,OK
4126,44.0,28.0,46.0,98.8,21.0,9.0,76.0,2.9,,Porto,73.0,Pastel de nata,340.0,82.92,20.2,6.7,OK
4127,51.0,30.0,51.0,100.2,128.0,10.0,293.0,3.1,,Lisboa,306.0,Pastel de nata,247.0,43.53,141.0,4.9,KO
4128,61.0,26.0,25.0,98.1,87.0,13.0,242.0,3.3,,Lisboa,236.0,N/A,185.0,34.95,15.0,4.4,OK
4129,41.0,19.0,31.0,94.0,69.0,10.0,246.0,3.5,,Lisboa,242.0,Pastel de nata,212.0,47.93,17.4,4.9,OK
4130,46.0,50.0,14.0,99.9,28.0,10.0,87.0,3.4,,Porto,84.0,N/A,264.0,92.23,26.2,6.1,KO
4131,77.0,21.0,35.0,98.8,43.0,10.0,261.0,3.2,,Lisboa,246.0,,258.0,47.53,14.7,5.4,OK
4132,73.0,24.0,38.0,99.2,36.0,11.0,201.0,3.0,,Lisboa,189.0,,228.0,29.7,118.3,4.3,KO
4133,58.0,22.0,29.0,96.0,44.0,10.0,231.0,3.4,,Lisboa,227.0,Pastel de nata,221.0,35.4,30.2,6.7,OK
4134,73.0,22.0,37.0,100.0,79.0,10.0,278.0,3.5,,LISBOA,270.0,Pastel de Nata,197.0,49.61,10.3,4.4,OK
4135,47.0,42.0,1.0,99.8,25.0,11.0,116.0,3.3,,Porto,119.0,Pastel Nata,206.0,65.09,22.5,5.2,OK
4136,72.0,39.0,19.0,99.2,78.0,9.0,108.0,3.0,,Porto,115.0,,214.0,72.54,20.5,4.3,KO
4137,59.0,17.0,36.0,98.9,36.0,11.0,135.0,3.1,, Lisboa,137.0,Pastel de nata,250.0,25.54,84.2,3.4,KO
4138,73.0,22.0,25.0,96.8,98.0,10.0,243.0,3.4,,Lisboa,257.0,,223.0,51.93,13.7,5.4,OK
4139,46.0,16.0,36.0,100.1,82.0,10.0,212.0,3.3,,Lisboa,211.0,,213.0,48.88,53.4,4.2,OK
4140,74.0,19.0,25.0,100.0,45.0,9.0,303.0,3.0,,LISBOA,278.0,Pastel Nata,206.0,52.07,166.3,4.3,OK
4141,43.0,23.0,30.0,100.1,76.0,11.0,203.0,3.2,,Lisboa,207.0,Pastel Nata,222.0,46.25,13.1,5.5,OK
4142,79.0,26.0,43.0,98.9,28.0,12.0,137.0,3.3,,Lisboa,146.0,N/A,186.0,33.91,8.8,3.5,KO
4143,40.0,18.0,49.0,100.6,66.0,10.0,159.0,3.0,,lisboa,172.0,N/A,251.0,32.56,11.2,6.8,OK
4144,57.0,21.0,20.0,98.0,83.0,9.0,331.0,3.0,,Lisboa,335.0,Pastel de Nata,195.0,66.53,11.1,5.1,OK
4145,71.0,18.0,51.0,100.0,52.0,12.0,156.0,3.2,,Lisboa,178.0,Pastel de nata,218.0,17.36,59.1,4.2,OK
4146,60.0,37.0,37.0,102.3,120.0,9.0,200.0,3.1,,Porto,194.0,N/A,322.0,204.91,156.7,7.8,OK
4147,77.0,22.0,31.0,97.0,56.0,12.0,247.0,3.3,,Lisboa,249.0,Pastel Nata,193.0,40.64,9.6,3.6,KO
4148,68.0,23.0,27.0,100.6,159.0,9.0,343.0,3.2,,Lisboa,334.0,Pastel Nata,170.0,201.0,41.9,3.9,OK
4149,65.0,23.0,50.0,97.8,81.0,12.0,175.0,3.4,,Lisboa,190.0,Pastel de nata,178.0,64.45,12.3,4.2,OK
4150,45.0,30.0,34.0,99.3,99.0,9.0,308.0,3.1,,Lisboa,305.0,N/A,230.0,51.59,82.9,5.1,KO
4151,69.0,18.0,30.0,102.1,83.0,9.0,311.0,3.5,,Lisboa,307.0,Pastel De Nata,246.0,37.46,46.8,4.3,KO
4152,61.0,30.0,48.0,97.5,121.0,9.0,308.0,2.9,,Lisboa,306.0,Pastel de nata,236.0,84.66,119.9,5.3,KO
4153,46.0,24.0,44.0,99.3,87.0,9.0,360.0,3.3,,lisboa,347.0,Pastel de Nata,,39.56,76.5,5.0,OK
4154,74.0,26.0,18.0,99.0,104.0,9.0,404.0,3.4,,Lisboa,410.0,N/A,198.0,81.49,64.1,5.2,KO
4155,55.0,22.0,33.0,101.7,103.0,9.0,375.0,3.1,,Lisboa,377.0,Pastel Nata,231.0,53.31,125.4,5.5,KO
4156,58.0,22.0,29.0,98.0,40.0,10.0,226.0,3.1,,Lisboa,241.0,Pastel De Nata,191.0,40.17,55.7,4.8,OK
4157,41.0,29.0,39.0,99.9,94.0,10.0,363.0,3.3,,Lisboa,372.0,Pastel De Nata,193.0,62.25,89.8,5.6,KO
4158,80.0,29.0,31.0,97.5,85.0,12.0,255.0,3.1,,Lisboa,247.0,Pastel de Nata,225.0,43.26,100.2,3.2,OK
4159,47.0,48.0,0.0,97.4,42.0,13.0,124.0,4.0,,Porto,119.0,Pastel Nata,152.0,41.8,12.0,6.1,OK
4160,43.0,29.0,31.0,94.5,98.0,14.0,194.0,3.2,,Lisboa,186.0,Pastel de nata,192.0,37.27,39.4,4.7,OK
4161,67.0,16.0,48.0,97.2,109.0,10.0,293.0,3.3,,Lisboa,287.0,Pastel de nata,199.0,44.66,65.3,4.2,OK
4162,75.0,24.0,35.0,99.3,80.0,11.0,297.0,3.1,,Lisboa,290.0,Pastel de nata,227.0,49.92,142.1,5.7,KO
4163,62.0,20.0,39.0,99.8,44.0,12.0,120.0,3.0,,Lisboa,126.0,,171.0,32.71,98.6,6.6,OK
4164,45.0,17.0,26.0,99.9,120.0,10.0,297.0,3.5,,Lisboa,290.0,Pastel De Nata,192.0,43.33,58.7,3.7,OK
4165,66.0,21.0,29.0,101.4,105.0,9.0,267.0,3.0,,Lisboa,281.0,Pastel de Nata,201.0,77.77,105.1,3.8,KO
4166,42.0,41.0,2.0,100.1,45.0,10.0,109.0,3.4,,Porto,94.0,N/A,210.0,78.75,19.1,7.3,KO
4167,75.0,47.0,1.0,99.0,32.0,13.0,90.0,3.4,,Porto,76.0,Pastel de Nata,206.0,58.21,21.8,4.0,OK
4168,63.0,42.0,35.0,101.5,20.0,9.0,56.0,3.2,,Porto,70.0,Pastel de Nata,305.0,53.42,17.8,4.2,OK
4169,74.0,20.0,22.0,99.4,108.0,9.0,342.0,3.2,,Lisboa,349.0,Pastel de nata,171.0,73.33,52.7,4.3,KO
4170,71.0,18.0,21.0,96.2,95.0,10.0,265.0,3.2,,LISBOA,271.0,,166.0,49.98,56.7,5.5,OK
4171,54.0,33.0,48.0,97.2,34.0,9.0,114.0,3.1,,Porto,103.0,Pastel de Nata,375.0,71.92,21.5,5.5,OK
4172,71.0,19.0,26.0,95.9,54.0,11.0,172.0,3.1,,Lisboa,188.0,Pastel de nata,179.0,51.03,66.7,4.3,OK
4173,48.0,25.0,27.0,93.0,106.0,11.0,293.0,3.3,,Lisboa,305.0,,190.0,48.2,74.7,4.3,OK
4174,45.0,23.0,29.0,96.1,86.0,13.0,254.0,3.2,,Lisboa,265.0,Pastel de nata,180.0,41.4,30.7,4.0,OK
4175,66.0,22.0,31.0,100.5,49.0,11.0,121.0,3.3,,Porto,107.0,Pastel De Nata,236.0,57.19,16.9,4.7,OK
4176,48.0,48.0,13.0,100.0,40.0,10.0,149.0,3.2,,Porto,147.0,Pastel de Nata,204.0,114.59,18.5,5.9,OK
4177,78.0,31.0,38.0,97.8,47.0,11.0,160.0,3.2,,Lisboa,164.0,Pastel de nata,176.0,35.53,23.7,4.6,KO
4178,64.0,21.0,33.0,95.9,86.0,12.0,242.0,3.2,,Lisboa,253.0,,209.0,33.82,18.9,4.7,OK
4179,57.0,25.0,22.0,95.5,121.0,9.0,372.0,3.2,,Lisboa,374.0,N/A,207.0,56.25,84.8,4.5,KO
4180,41.0,21.0,37.0,98.3,73.0,12.0,202.0,3.3,,,206.0,,215.0,26.89,70.9,4.8,OK
4181,79.0,35.0,27.0,96.3,38.0,11.0,99.0,3.2,,Porto,92.0,Pastel De Nata,261.0,55.14,22.6,8.0,KO
4182,61.0,24.0,24.0,97.6,84.0,9.0,240.0,3.1,,Lisboa,241.0,Pastel de Nata,197.0,101.82,45.1,4.9,OK
4183,50.0,38.0,27.0,97.3,74.0,10.0,154.0,3.4,,Porto,162.0,Pastel Nata,266.0,71.47,20.5,5.6,KO
4184,73.0,18.0,32.0,99.8,90.0,10.0,358.0,3.5,,Lisboa,352.0,N/A,185.0,50.93,23.7,5.1,OK
4185,52.0,20.0,47.0,96.6,67.0,10.0,225.0,3.1,,Lisboa,225.0,N/A,255.0,44.11,33.6,5.1,OK
4186,50.0,18.0,24.0,97.8,38.0,9.0,145.0,3.1,,Lisboa,151.0,Pastel De Nata,281.0,44.85,15.8,3.1,KO
4187,66.0,25.0,39.0,97.6,116.0,12.0,255.0,3.4,,Lisboa,259.0,Pastel Nata,158.0,30.5,103.7,4.7,OK
4188,78.0,18.0,36.0,98.4,,11.0,262.0,3.2,,lisboa,246.0,N/A,196.0,45.55,20.5,6.1,OK
4189,48.0,23.0,45.0,98.0,88.0,9.0,303.0,3.1,,Lisboa,298.0,,182.0,58.25,162.9,5.1,KO
4190,53.0,48.0,1.0,99.4,32.0,12.0,74.0,3.4,,Porto,76.0,,214.0,59.18,21.2,4.1,OK
4191,58.0,23.0,45.0,97.5,117.0,9.0,324.0,3.2,,Lisboa,325.0,Pastel Nata,195.0,45.4,76.5,4.4,KO
4192,56.0,53.0,9.0,98.3,18.0,9.0,93.0,3.3,,Porto,89.0,,193.0,76.26,17.8,4.5,KO
4193,71.0,29.0,32.0,97.7,78.0,10.0,152.0,3.5,, Porto,139.0,Pastel de Nata,208.0,65.12,17.8,8.0,KO
4194,73.0,26.0,50.0,99.0,108.0,9.0,321.0,3.2,,Lisboa,329.0,Pastel de nata,174.0,48.16,14.0,4.5,KO
4195,74.0,25.0,56.0,97.5,22.0,12.0,69.0,3.2,,Porto,74.0,,290.0,80.71,28.1,9.2,OK
4196,51.0,20.0,69.0,101.8,122.0,9.0,312.0,3.1,,Lisboa,292.0,N/A,223.0,44.12,130.7,4.2,KO
4197,62.0,24.0,33.0,96.5,108.0,10.0,224.0,3.2,,Lisboa,243.0,Pastel De Nata,213.0,32.89,80.3,4.1,OK
4198,50.0,33.0,37.0,94.9,55.0,9.0,170.0,3.4,,Porto,165.0,Pastel Nata,284.0,81.49,23.3,6.3,KO
4199,67.0,30.0,33.0,100.4,34.0,12.0,142.0,3.4,,PORTO,130.0,,183.0,46.14,34.1,6.1,OK
4200,64.0,41.0,24.0,97.2,58.0,10.0,170.0,3.3,,Porto,179.0,N/A,223.0,70.66,19.4,5.2,KO
4201,62.0,21.0,50.0,98.5,60.0,11.0,216.0,3.0,,Lisboa,226.0,,192.0,52.22,57.7,9.1,OK
4202,75.0,30.0,24.0,99.0,54.0,9.0,269.0,3.4,,Lisboa,274.0,N/A,192.0,67.43,11.1,4.7,KO
4203,48.0,32.0,40.0,98.6,144.0,9.0,409.0,3.2,,Lisboa,417.0,N/A,198.0,57.22,89.8,5.4,OK
4204,42.0,19.0,26.0,96.0,188.0,10.0,385.0,3.3,,lisboa,385.0,Pastel de nata,198.0,36.43,68.7,3.5,OK
4205,79.0,26.0,11.0,99.7,22.0,9.0,189.0,3.2,,Lisboa,197.0,,180.0,56.15,47.6,5.0,KO
4206,50.0,16.0,47.0,97.6,148.0,9.0,270.0,2.9,,Lisboa,274.0,Pastel de Nata,168.0,51.57,105.7,3.3,KO
4207,76.0,50.0,26.0,96.3,78.0,9.0,185.0,3.2,,Porto,179.0,N/A,225.0,75.36,33.4,4.2,KO
4208,79.0,32.0,56.0,98.0,26.0,11.0,174.0,3.3,,Lisboa,177.0,N/A,235.0,38.7,10.0,4.0,KO
4209,46.0,20.0,37.0,,71.0,9.0,198.0,3.0,,Lisboa,190.0,Pastel De Nata,213.0,59.99,11.2,3.8,OK
4210,44.0,26.0,24.0,94.7,57.0,11.0,221.0,3.0,,Lisboa,235.0,,212.0,31.62,57.3,6.7,OK
4211,42.0,19.0,31.0,93.8,102.0,9.0,273.0,3.1,,Lisboa,261.0,,239.0,52.3,119.4,5.2,OK
4212,69.0,30.0,52.0,100.1,36.0,13.0,82.0,3.4,,Porto,90.0,Pastel de nata,275.0,50.83,27.3,8.7,OK
4213,63.0,23.0,35.0,100.2,82.0,9.0,327.0,3.1,,Lisboa,335.0,Pastel Nata,204.0,68.15,146.1,5.3,OK
4214,60.0,26.0,14.0,95.8,50.0,10.0,188.0,3.4,,Lisboa,190.0,,185.0,49.49,19.5,6.4,KO
4215,63.0,21.0,28.0,98.3,104.0,11.0,234.0,3.2,,Lisboa,241.0,Pastel De Nata,184.0,35.69,84.6,4.0,KO
4216,56.0,40.0,57.0,98.2,69.0,12.0,296.0,3.3,,Lisboa,310.0,Pastel De Nata,205.0,30.7,82.1,4.3,OK
4217,55.0,27.0,20.0,97.0,83.0,9.0,285.0,3.2,,Lisboa,287.0,Pastel De Nata,202.0,58.99,152.7,4.2,KO
4218,58.0,21.0,36.0,96.1,96.0,8.0,249.0,3.2,,Lisboa,248.0,Pastel De Nata,189.0,37.66,159.5,4.2,KO
4219,49.0,35.0,11.0,97.5,42.0,10.0,119.0,3.4,,Porto,125.0,Pastel de Nata,195.0,72.14,14.9,8.0,KO
4220,79.0,26.0,29.0,99.3,72.0,9.0,149.0,3.4,,Porto,154.0,,210.0,83.35,20.0,4.8,KO
4221,42.0,43.0,69.0,99.4,49.0,9.0,143.0,3.0,,Porto,135.0,Pastel de nata,264.0,414.71,18.2,11.3,KO
4222,50.0,30.0,21.0,99.4,70.0,11.0,220.0,3.3,,Lisboa,217.0,,171.0,48.01,18.9,5.4,OK
4223,74.0,29.0,48.0,98.9,35.0,14.0,172.0,3.4,,Lisboa,182.0,Pastel De Nata,170.0,26.06,73.0,4.5,OK
4224,58.0,25.0,31.0,97.4,69.0,11.0,244.0,3.3,,Lisboa,258.0,Pastel de Nata,197.0,50.62,50.8,5.7,KO
4225,50.0,30.0,14.0,98.5,30.0,11.0,124.0,3.6,,Lisboa,114.0,,150.0,40.64,14.5,4.0,KO
4226,70.0,26.0,40.0,97.1,68.0,12.0,,3.5,,Lisboa,241.0,Pastel De Nata,172.0,40.58,98.2,4.9,OK
4227,73.0,55.0,29.0,99.3,40.0,11.0,124.0,3.5,,Porto,108.0,Pastel de Nata,206.0,67.73,47.3,5.7,KO
4228,78.0,20.0,27.0,97.9,172.0,11.0,298.0,3.1,,Lisboa,287.0,Pastel Nata,189.0,34.13,44.6,7.4,OK
4229,70.0,31.0,20.0,99.1,58.0,11.0,153.0,3.4,,Porto,145.0,Pastel De Nata,217.0,49.75,15.7,5.9,OK
4230,53.0,25.0,28.0,101.3,60.0,10.0,291.0,3.2,,LISBOA,265.0,,237.0,49.48,43.3,3.7,KO
4231,53.0,24.0,45.0,101.2,98.0,9.0,309.0,3.2,,Lisboa,314.0,,177.0,51.9,112.0,6.9,KO
4232,45.0,21.0,17.0,96.4,66.0,10.0,236.0,3.3,,Lisboa,228.0,,172.0,37.82,64.8,5.2,KO
4233,48.0,19.0,41.0,94.2,38.0,13.0,169.0,3.3,,Lisboa,155.0,Pastel de Nata,191.0,32.16,10.0,3.7,OK
4234,78.0,22.0,28.0,100.4,79.0,9.0,317.0,3.3,,Lisboa,298.0,Pastel de Nata,177.0,48.16,110.5,4.5,KO
4235,76.0,20.0,27.0,96.3,87.0,13.0,203.0,3.1,,Lisboa,205.0,,179.0,28.78,97.6,5.3,OK
4236,54.0,18.0,35.0,97.0,117.0,11.0,262.0,3.1,,Lisboa,261.0,,205.0,57.2,54.6,5.2,OK
4237,58.0,41.0,18.0,97.7,111.0,9.0,268.0,3.1,,Porto,272.0,N/A,255.0,170.9,38.6,9.5,KO
4238,79.0,26.0,28.0,99.6,60.0,11.0,216.0,3.0,,Lisboa,205.0,,251.0,39.11,11.9,5.6,KO
4239,55.0,47.0,8.0,99.5,30.0,10.0,109.0,3.2,, Porto,112.0,N/A,237.0,91.64,25.4,7.4,OK
4240,57.0,22.0,58.0,94.0,129.0,9.0,396.0,3.0,,Lisboa,402.0,,187.0,35.29,64.7,4.3,KO
4241,56.0,31.0,30.0,98.2,48.0,9.0,151.0,3.4,,Porto,150.0,Pastel De Nata,235.0,76.4,20.9,6.4,KO
4242,57.0,28.0,31.0,99.1,81.0,10.0,157.0,3.4,,Porto,152.0,Pastel de nata,223.0,75.54,15.6,4.9,KO
4243,42.0,30.0,27.0,98.1,76.0,11.0,313.0,3.0,,Lisboa,317.0,N/A,234.0,58.97,98.0,4.3,OK
4244,54.0,28.0,28.0,99.0,117.0,9.0,321.0,3.2,,Lisboa,316.0,Pastel Nata,194.0,43.28,143.4,5.9,OK
4245,57.0,19.0,28.0,100.7,55.0,10.0,226.0,3.5,,Lisboa,211.0,Pastel de Nata,210.0,47.22,14.4,6.9,OK
4246,60.0,24.0,28.0,97.5,80.0,12.0,211.0,3.0,,Lisboa,214.0,,210.0,25.82,79.1,3.8,OK
4247,75.0,19.0,22.0,101.2,100.0,10.0,284.0,3.2,,Lisboa,279.0,Pastel Nata,191.0,41.58,15.2,5.0,KO
4248,51.0,42.0,0.0,94.8,22.0,10.0,69.0,3.6,,Porto,85.0,,210.0,83.3,20.4,9.2,OK
4249,68.0,27.0,44.0,98.9,22.0,11.0,72.0,3.3,,Porto,68.0,N/A,230.0,41.54,15.5,5.9,KO
4250,68.0,24.0,32.0,96.0,31.0,10.0,225.0,3.1,,Lisboa,240.0,Pastel Nata,251.0,36.1,13.2,5.0,OK
4251,52.0,37.0,22.0,96.7,18.0,10.0,72.0,3.2,,Porto,78.0,Pastel de Nata,254.0,84.46,27.4,5.7,OK
4252,75.0,32.0,24.0,100.5,48.0,14.0,119.0,3.7,,Porto,127.0,Pastel De Nata,157.0,61.35,20.1,7.0,OK
4253,45.0,25.0,25.0,100.4,43.0,12.0,242.0,3.2,,Lisboa,249.0,,194.0,55.5,43.3,4.5,OK
4254,52.0,24.0,32.0,96.1,65.0,10.0,365.0,3.2,,Lisboa,355.0,Pastel De Nata,231.0,47.07,21.3,6.7,KO
4255,68.0,20.0,39.0,97.3,109.0,10.0,298.0,3.1,,Lisboa,306.0,,198.0,43.36,94.0,5.6,OK
4256,63.0,23.0,29.0,97.7,82.0,11.0,244.0,2.8,,Lisboa,243.0,,249.0,38.0,22.3,3.2,OK
4257,75.0,30.0,30.0,99.2,30.0,10.0,122.0,3.4,,Porto,122.0,Pastel Nata,274.0,90.49,56.8,7.8,OK
4258,45.0,26.0,29.0,99.2,56.0,11.0,210.0,3.3,,Lisboa,214.0,Pastel de Nata,228.0,34.09,57.4,5.5,OK
4259,67.0,22.0,46.0,99.9,116.0,10.0,327.0,3.3,,Lisboa,343.0,Pastel de nata,182.0,45.06,123.2,5.2,OK
4260,77.0,44.0,0.0,98.2,32.0,9.0,108.0,3.5,,Porto,102.0,,233.0,75.16,18.8,5.7,KO
4261,43.0,20.0,33.0,98.2,68.0,10.0,242.0,3.4,,Lisboa,,Pastel de Nata,207.0,45.33,54.0,4.6,OK
4262,45.0,21.0,32.0,98.0,30.0,10.0,130.0,3.2,,Lisboa,112.0,Pastel Nata,282.0,48.32,34.0,3.5,OK
4263,80.0,22.0,29.0,102.4,76.0,12.0,220.0,3.0,,Lisboa,227.0,Pastel de nata,242.0,31.55,52.0,3.2,OK
4264,64.0,45.0,21.0,98.8,76.0,9.0,314.0,3.0,,Lisboa,310.0,Pastel Nata,207.0,65.62,95.9,5.5,OK
4265,71.0,25.0,18.0,93.7,57.0,9.0,238.0,3.0,,Lisboa,237.0,,185.0,37.93,28.7,4.6,KO
4266,52.0,33.0,21.0,96.6,16.0,10.0,66.0,3.4,,Porto,72.0,Pastel de Nata,190.0,69.08,16.2,5.6,KO
4267,61.0,22.0,30.0,99.2,32.0,12.0,213.0,3.0,,Lisboa,189.0,Pastel De Nata,216.0,33.95,11.8,3.7,OK
4268,67.0,41.0,14.0,98.2,30.0,9.0,119.0,3.2,,Porto,113.0,N/A,260.0,68.17,23.5,5.9,KO
4269,77.0,21.0,25.0,96.8,75.0,11.0,316.0,3.3,,Lisboa,309.0,,221.0,38.7,14.9,4.8,OK
4270,53.0,22.0,45.0,98.1,110.0,9.0,,3.0,,Lisboa,303.0,,176.0,95.03,108.1,5.4,KO
4271,67.0,19.0,23.0,100.7,61.0,9.0,220.0,3.3,,Lisboa,211.0,Pastel De Nata,166.0,51.31,11.1,4.8,KO
4272,60.0,39.0,2.0,97.7,32.0,11.0,90.0,3.4,,Porto,102.0,,224.0,77.98,26.2,6.0,OK
4273,76.0,25.0,26.0,100.7,124.0,10.0,330.0,3.2,,Lisboa,357.0,Pastel Nata,192.0,45.19,132.3,4.2,KO
4274,76.0,19.0,38.0,98.0,99.0,12.0,216.0,3.2,,Lisboa,218.0,Pastel de Nata,219.0,30.28,83.3,3.9,OK
4275,62.0,22.0,25.0,99.1,50.0,12.0,196.0,3.1,,Lisboa,170.0,Pastel de nata,205.0,31.54,41.0,3.8,OK
4276,70.0,24.0,27.0,99.3,64.0,11.0,229.0,3.4,,LISBOA,210.0,N/A,157.0,27.73,81.7,3.7,OK
4277,42.0,22.0,33.0,100.0,34.0,9.0,159.0,2.9,,Lisboa,158.0,,246.0,53.71,24.8,4.5,KO
4278,76.0,25.0,45.0,97.6,120.0,10.0,367.0,3.2,,Lisboa,366.0,N/A,198.0,31.88,103.5,6.0,OK
4279,44.0,23.0,30.0,97.2,73.0,11.0,207.0,3.1,,Lisboa,221.0,N/A,221.0,20.32,69.0,2.9,OK
4280,40.0,21.0,41.0,97.6,87.0,11.0,217.0,3.2,,Lisboa,222.0,Pastel De Nata,205.0,35.38,66.1,4.5,OK
4281,66.0,27.0,12.0,97.8,78.0,10.0,336.0,3.1,,LISBOA,335.0,N/A,182.0,39.74,57.3,7.0,KO
4282,68.0,20.0,14.0,95.6,80.0,9.0,291.0,2.9,,Lisboa,306.0,,208.0,175.93,44.6,4.4,OK
4283,41.0,20.0,30.0,96.1,56.0,10.0,214.0,3.4,,Lisboa,218.0,Pastel De Nata,212.0,32.95,26.5,6.0,KO
4284,68.0,23.0,33.0,99.8,59.0,11.0,208.0,3.6,,Lisboa,197.0,Pastel de nata,150.0,34.91,13.2,3.8,OK
4285,43.0,29.0,15.0,97.3,62.0,10.0,217.0,3.4,,,223.0,Pastel De Nata,177.0,36.29,69.6,4.5,OK
4286,74.0,39.0,7.0,97.5,75.0,10.0,162.0,,,Porto,155.0,Pastel Nata,296.0,103.1,33.9,7.0,KO
4287,55.0,27.0,4.0,99.5,56.0,9.0,243.0,3.3,,Lisboa,213.0,N/A,191.0,59.56,12.1,5.2,KO
4288,74.0,20.0,32.0,97.8,60.0,11.0,182.0,2.8,,Lisboa,168.0,,203.0,29.63,45.3,5.5,OK
4289,40.0,35.0,0.0,98.4,105.0,9.0,209.0,3.2,,Lisboa,218.0,Pastel Nata,217.0,33.69,7.8,3.5,KO
4290,63.0,25.0,35.0,96.2,30.0,12.0,320.0,3.2,,Lisboa,300.0,,197.0,38.23,28.0,5.5,OK
4291,78.0,24.0,57.0,100.0,30.0,10.0,65.0,3.4,,Porto,83.0,,242.0,102.51,30.4,6.8,KO
4292,67.0,19.0,40.0,99.8,112.0,12.0,302.0,3.3,,Lisboa,312.0,,197.0,32.06,76.6,2.8,KO
4293,78.0,47.0,27.0,98.5,58.0,11.0,127.0,3.3,,Porto,135.0,Pastel De Nata,274.0,81.5,27.7,6.7,OK
4294,76.0,18.0,26.0,97.8,40.0,9.0,179.0,3.3,,Lisboa,182.0,Pastel de Nata,159.0,37.54,7.2,4.3,OK
4295,68.0,18.0,34.0,98.3,101.0,12.0,180.0,3.0,,Lisboa,169.0,N/A,200.0,36.9,10.3,4.8,OK
4296,43.0,23.0,27.0,100.1,114.0,9.0,292.0,3.3,,Lisboa,281.0,Pastel de Nata,187.0,38.49,57.2,3.7,OK
4297,65.0,22.0,24.0,99.8,106.0,9.0,254.0,3.3,,Lisboa,248.0,Pastel De Nata,179.0,55.55,124.4,5.4,KO
4298,80.0,48.0,0.0,99.8,78.0,10.0,130.0,3.6,,Porto,127.0,N/A,187.0,66.17,18.1,6.6,KO
4299,68.0,26.0,31.0,96.5,112.0,10.0,355.0,3.2,,Lisboa,347.0,Pastel De Nata,200.0,52.03,165.0,4.9,KO
4300,74.0,21.0,38.0,99.2,57.0,12.0,215.0,3.3,,Lisboa,217.0,Pastel de Nata,235.0,44.05,18.6,5.4,OK
4301,75.0,26.0,29.0,100.1,101.0,12.0,273.0,3.0,,Lisboa,259.0,Pastel de nata,212.0,35.54,90.9,3.0,OK
4302,49.0,40.0,62.0,96.3,30.0,9.0,108.0,3.3,,Porto,119.0,Pastel Nata,351.0,73.28,22.4,5.7,KO
4303,56.0,36.0,25.0,101.6,30.0,11.0,96.0,3.4,,Porto,107.0,Pastel De Nata,211.0,83.5,25.7,5.0,KO
4304,77.0,25.0,42.0,100.3,76.0,9.0,266.0,3.4,,Lisboa,262.0,N/A,251.0,46.86,91.4,4.5,KO
4305,50.0,26.0,36.0,98.0,112.0,10.0,380.0,3.3,,Lisboa,378.0,,211.0,57.29,68.4,5.5,KO
4306,65.0,28.0,62.0,99.7,30.0,10.0,108.0,3.2,,Porto,112.0,,369.0,90.86,26.2,6.6,OK
4307,43.0,25.0,53.0,94.9,104.0,11.0,311.0,3.3,,Lisboa,320.0,Pastel de Nata,180.0,41.65,27.7,5.4,OK
4308,66.0,27.0,35.0,97.0,36.0,10.0,317.0,3.1,,Lisboa,312.0,Pastel de nata,264.0,58.12,15.9,4.8,KO
4309,42.0,46.0,24.0,98.7,38.0,9.0,171.0,3.2,,Porto,173.0,,251.0,98.0,19.6,7.1,KO
4310,66.0,24.0,5.0,103.1,31.0,9.0,93.0,3.4,,Lisboa,95.0,Pastel De Nata,178.0,37.26,8.1,3.4,KO
4311,42.0,28.0,27.0,99.3,73.0,9.0,235.0,3.3,,Lisboa,226.0,Pastel de nata,231.0,38.52,112.1,3.0,OK
