id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,notes_baker,origin,oven_temperature,pastry_type,preheating_time,salt_ratio,sugar_content,vanilla_extract
5851,57.0,26,34,95.4,72.0,10.0,315.0,3.1,,Lisboa,330.0,Pastel de Nata,197.0,35.29,48.3,4.8
5852,62.0,25,26,96.9,45.0,9.0,234.0,3.1,,Lisboa,234.0,N/A,192.0,32.16,12.2,3.4
5853,65.0,26,36,98.9,30.0,12.0,110.0,3.4,,Porto,108.0,Pastel de Nata,264.0,54.59,25.9,7.0
5854,62.0,22,24,96.7,46.0,11.0,226.0,3.1,,Lisboa,239.0,,180.0,17.97,12.2,2.8
5855,77.0,28,46,98.4,57.0,11.0,106.0,3.4,,Porto,115.0,Pastel de nata,217.0,76.85,21.3,8.4
5856,49.0,24,29,94.6,64.0,12.0,277.0,3.2,,Lisboa,277.0,Pastel Nata,191.0,58.85,51.0,4.5
5857,53.0,29,33,97.9,72.0,14.0,199.0,3.1,,Lisboa,191.0,Pastel de nata,182.0,45.79,19.6,4.8
5858,72.0,26,42,98.7,138.0,9.0,394.0,3.1,,Lisboa,388.0,,200.0,55.51,185.9,5.3
5859,50.0,37,15,96.1,87.0,10.0,284.0,3.3,,Lisboa,290.0,N/A,195.0,37.2,100.9,5.2
5860,74.0,34,25,100.7,38.0,10.0,119.0,3.2,,Porto,115.0,Pastel Nata,286.0,89.22,28.2,7.4
5861,60.0,32,45,99.8,28.0,11.0,85.0,3.2,,Porto,93.0,,306.0,64.03,24.9,6.5
5862,50.0,24,31,97.5,134.0,9.0,279.0,3.1,,Lisboa,282.0,Pastel de Nata,183.0,218.6,66.1,4.0
5863,80.0,31,61,99.7,91.0,10.0,319.0,3.0,,Lisboa,309.0,,256.0,40.5,192.1,6.6
5864,64.0,20,25,97.3,129.0,10.0,345.0,3.6,,Lisboa,336.0,,164.0,50.0,23.2,7.2
5865,68.0,19,34,97.5,93.0,13.0,227.0,3.3,,Lisboa,212.0,Pastel De Nata,209.0,40.55,19.5,4.4
5866,53.0,24,29,99.5,79.0,11.0,317.0,3.4,,Lisboa,313.0,,185.0,43.27,21.4,4.4
5867,66.0,22,29,96.2,106.0,10.0,273.0,3.3,,Lisboa,281.0,Pastel de nata,227.0,43.2,12.9,5.0
5868,51.0,24,39,99.1,123.0,12.0,320.0,3.0,,Lisboa,315.0,Pastel Nata,218.0,24.1,72.6,3.2
5869,63.0,23,25,98.4,57.0,12.0,171.0,3.1,,Lisboa,159.0,Pastel de nata,199.0,19.24,20.7,4.8
5870,54.0,25,60,96.1,30.0,11.0,151.0,3.1,,Lisboa,155.0,N/A,284.0,46.71,17.2,5.5
5871,77.0,20,50,97.2,30.0,10.0,266.0,3.2,,LISBOA,267.0,Pastel de nata,235.0,63.82,18.2,4.9
5872,79.0,23,40,98.2,45.0,12.0,169.0,3.2,,Lisboa,169.0,Pastel de nata,242.0,29.24,18.9,5.0
5873,55.0,40,0,101.5,37.0,9.0,97.0,3.3,,Porto,108.0,N/A,223.0,96.9,19.2,6.0
5874,75.0,26,27,96.7,76.0,12.0,217.0,3.3,,Lisboa ,231.0,Pastel de Nata,163.0,29.02,18.6,6.6
5875,44.0,24,48,98.5,30.0,10.0,216.0,3.1,,Lisboa,215.0,Pastel Nata,278.0,62.1,19.9,4.5
5876,52.0,46,30,99.5,57.0,12.0,168.0,3.4,,PORTO,171.0,Pastel de Nata,263.0,84.51,29.8,7.7
5877,48.0,20,29,99.5,108.0,10.0,289.0,3.5,,lisboa,273.0,Pastel De Nata,147.0,45.83,13.8,5.0
5878,55.0,23,39,99.7,20.0,10.0,125.0,3.1,,Lisboa,140.0,Pastel Nata,190.0,180.64,17.3,5.3
5879,63.0,24,50,100.2,76.0,11.0,283.0,3.1,,Lisboa,282.0,Pastel de nata,221.0,37.0,10.9,5.4
5880,43.0,23,53,100.8,24.0,13.0,90.0,3.2,,Porto,88.0,N/A,300.0,63.14,22.0,5.4
5881,66.0,40,20,99.9,172.0,9.0,372.0,3.2,,Lisboa,384.0,Pastel de nata,203.0,44.13,89.6,4.3
5882,70.0,22,31,97.9,92.0,12.0,369.0,3.3,,Lisboa,366.0,Pastel de nata,212.0,38.79,41.2,4.8
5883,56.0,35,38,100.5,20.0,10.0,154.0,3.0,,Lisboa,135.0,,225.0,34.37,12.0,5.3
5884,65.0,30,12,97.7,48.0,10.0,87.0,3.2,,Porto,90.0,N/A,230.0,101.32,16.8,5.0
5885,63.0,21,82,98.5,165.0,9.0,314.0,2.9,,Lisboa,322.0,Pastel Nata,219.0,36.95,122.4,4.9
5886,68.0,23,36,99.4,71.0,12.0,319.0,3.3,,Lisboa,321.0,N/A,206.0,32.75,21.1,4.1
5887,53.0,19,26,100.7,91.0,10.0,255.0,3.3,,Lisboa,258.0,N/A,191.0,41.46,14.1,6.9
5888,50.0,53,5,98.4,34.0,13.0,201.0,3.6,,Porto,179.0,Pastel de nata,169.0,45.65,13.9,8.2
5889,70.0,18,42,95.8,69.0,11.0,223.0,3.2,,Lisboa,224.0,Pastel De Nata,191.0,34.65,9.7,5.3
5890,73.0,25,49,99.4,132.0,9.0,390.0,3.2,,Lisboa,376.0,N/A,182.0,49.66,68.0,4.6
5891,58.0,28,36,99.5,98.0,12.0,168.0,3.2,,Porto,162.0,,235.0,56.43,19.0,8.2
5892,63.0,41,0,98.9,38.0,9.0,96.0,3.4,,Porto,106.0,N/A,224.0,98.11,18.7,5.5
5893,79.0,28,60,99.6,30.0,13.0,108.0,3.2,,Porto,110.0,,308.0,124.43,30.5,6.6
5894,75.0,21,18,100.8,100.0,9.0,262.0,2.9,,lisboa,248.0,N/A,198.0,43.53,111.0,4.8
5895,73.0,24,70,95.4,65.0,11.0,234.0,3.3,,LISBOA,233.0,Pastel Nata,206.0,36.31,14.9,4.7
5896,74.0,22,22,96.3,137.0,9.0,324.0,3.0,,Lisboa,321.0,N/A,188.0,51.65,119.2,5.5
5897,56.0,43,2,95.9,20.0,9.0,68.0,3.5,,Porto,67.0,Pastel De Nata,194.0,50.84,18.0,5.5
5898,74.0,28,25,96.5,46.0,11.0,203.0,3.1,,Lisboa,202.0,Pastel Nata,214.0,53.6,63.9,5.5
5899,46.0,24,35,99.4,55.0,12.0,238.0,3.2,,Lisboa,246.0,Pastel De Nata,205.0,52.52,47.1,4.3
5900,77.0,19,41,99.0,104.0,11.0,240.0,3.3,,Lisboa,245.0,,198.0,39.84,147.5,7.1
5901,79.0,22,30,97.7,82.0,11.0,200.0,3.3,,Lisboa,201.0,N/A,220.0,38.14,22.2,6.3
5902,55.0,20,49,99.0,90.0,11.0,262.0,3.2,,Lisboa,237.0,Pastel De Nata,207.0,38.23,61.3,4.8
5903,42.0,17,47,100.5,44.0,10.0,246.0,3.1,,Lisboa,232.0,Pastel Nata,253.0,30.76,15.0,4.0
5904,73.0,31,17,100.5,131.0,10.0,325.0,3.1,,Lisboa,332.0,Pastel Nata,206.0,32.84,129.5,5.0
5905,42.0,26,32,100.9,90.0,10.0,351.0,3.1,,Lisboa,362.0,,202.0,49.79,25.0,6.1
5906,43.0,19,39,102.0,106.0,9.0,277.0,3.4,,Lisboa,285.0,Pastel de nata,206.0,53.52,145.8,8.2
5907,68.0,40,8,97.1,75.0,11.0,87.0,3.5,,Porto,114.0,,175.0,91.73,20.5,6.0
5908,70.0,43,23,99.1,26.0,10.0,93.0,3.3,,Porto,91.0,Pastel de Nata,256.0,81.91,19.8,6.0
5909,51.0,22,30,98.3,81.0,12.0,169.0,3.3,,Lisboa,187.0,N/A,197.0,29.84,36.2,6.3
5910,52.0,22,47,98.9,48.0,12.0,201.0,3.1,,Lisboa,214.0,Pastel De Nata,198.0,32.54,21.7,6.0
5911,76.0,19,31,97.9,38.0,10.0,171.0,3.5,,Lisboa,166.0,Pastel de Nata,186.0,37.76,10.8,5.4
5912,44.0,39,19,95.9,39.0,11.0,113.0,3.5,,Porto,101.0,Pastel De Nata,232.0,82.33,18.1,6.6
5913,60.0,35,8,96.6,32.0,11.0,116.0,3.6,,PORTO,98.0,Pastel de nata,183.0,71.82,45.9,6.6
5914,74.0,17,35,97.7,63.0,10.0,190.0,3.4,,Lisboa,180.0,Pastel de nata,216.0,29.13,12.0,3.3
5915,64.0,20,50,97.2,110.0,10.0,342.0,3.1,,Lisboa,331.0,N/A,213.0,51.69,,6.2
5916,76.0,21,29,95.9,43.0,11.0,234.0,3.0,,Lisboa,228.0,Pastel de nata,253.0,23.9,89.5,3.4
5917,75.0,24,43,100.0,137.0,9.0,403.0,3.1,,Lisboa,404.0,Pastel de Nata,189.0,40.98,125.9,4.0
5918,56.0,29,26,98.1,87.0,11.0,248.0,3.2,,Lisboa,235.0,,174.0,30.92,36.8,6.2
5919,75.0,45,0,100.8,52.0,10.0,129.0,3.3,,Porto,121.0,,218.0,71.42,23.0,4.3
5920,60.0,20,28,98.4,174.0,10.0,359.0,3.2,,Lisboa,352.0,Pastel De Nata,247.0,50.57,140.1,4.7
5921,54.0,32,42,99.1,66.0,11.0,260.0,3.5,,Porto,245.0,Pastel Nata,224.0,68.79,55.8,7.2
5922,65.0,25,75,95.4,52.0,13.0,187.0,3.1,,Lisboa,189.0,Pastel de nata,200.0,28.03,22.0,4.9
5923,43.0,38,6,100.0,28.0,10.0,129.0,3.3,,Porto,108.0,Pastel de Nata,230.0,72.76,16.7,4.7
5924,43.0,20,31,100.9,89.0,10.0,334.0,3.1,,Lisboa,337.0,Pastel de Nata,215.0,45.37,142.4,5.0
5925,46.0,29,57,102.3,54.0,10.0,232.0,3.0,,lisboa,218.0,Pastel de Nata,206.0,35.93,121.6,3.0
5926,72.0,22,30,99.8,55.0,10.0,196.0,3.0,,Lisboa,214.0,Pastel de Nata,247.0,49.16,22.9,5.2
5927,43.0,34,25,97.8,32.0,10.0,155.0,3.2,,Lisboa,165.0,Pastel Nata,207.0,44.28,60.3,5.7
5928,74.0,29,20,99.7,132.0,10.0,333.0,3.2,,Lisboa,323.0,Pastel Nata,199.0,118.5,55.8,4.1
5929,60.0,23,29,99.3,126.0,9.0,366.0,3.1,,Lisboa,344.0,,192.0,44.24,122.4,4.1
5930,41.0,39,0,98.6,24.0,11.0,72.0,3.4,,Porto,70.0,Pastel de nata,228.0,56.64,25.8,5.6
5931,61.0,30,24,97.8,68.0,11.0,225.0,3.2,,Lisboa,242.0,Pastel de Nata,223.0,32.85,70.1,4.3
5932,46.0,17,73,95.4,70.0,12.0,296.0,3.1,,Lisboa,303.0,Pastel Nata,231.0,25.76,12.1,7.6
5933,75.0,22,33,94.8,69.0,9.0,263.0,3.1,,Lisboa,279.0,,221.0,49.8,76.9,5.1
5934,76.0,37,25,96.9,24.0,9.0,99.0,3.2,,PORTO,97.0,Pastel Nata,251.0,94.12,24.9,6.1
5935,73.0,21,28,95.6,63.0,12.0,200.0,3.3,,Lisboa,201.0,Pastel Nata,181.0,26.98,12.8,3.7
5936,78.0,30,40,97.7,20.0,13.0,76.0,3.3,,Lisboa,79.0,Pastel De Nata,212.0,22.78,45.2,3.7
5937,66.0,20,30,97.8,83.0,11.0,240.0,3.1,,Lisboa,236.0,N/A,211.0,34.94,104.5,4.0
5938,78.0,28,22,100.7,44.0,13.0,217.0,3.2,,Lisboa,200.0,Pastel de Nata,195.0,36.69,39.3,5.2
5939,59.0,25,37,98.2,47.0,11.0,222.0,3.1,,Lisboa,203.0,N/A,186.0,38.03,28.6,3.5
5940,42.0,27,43,101.5,26.0,11.0,74.0,3.4,,Porto,76.0,Pastel De Nata,235.0,105.01,26.8,7.1
5941,52.0,20,35,100.8,130.0,10.0,293.0,3.1,,Lisboa,296.0,,243.0,35.07,83.8,3.1
5942,64.0,18,35,96.6,71.0,11.0,159.0,3.1,,Lisboa,190.0,,246.0,35.92,11.1,6.9
5943,64.0,26,38,97.7,109.0,9.0,361.0,3.0,,Lisboa,347.0,Pastel de Nata,230.0,123.2,85.4,5.8
5944,59.0,21,43,97.4,89.0,9.0,280.0,3.4,,Lisboa,263.0,Pastel de nata,207.0,43.77,173.8,3.8
5945,78.0,24,35,98.7,18.0,12.0,52.0,3.4,,Porto,62.0,N/A,231.0,48.89,23.7,6.6
5946,64.0,21,39,99.3,138.0,10.0,297.0,3.1,,Lisboa,281.0,Pastel Nata,211.0,166.94,25.2,3.7
5947,61.0,25,21,98.0,108.0,9.0,282.0,3.1,,Lisboa,284.0,Pastel De Nata,210.0,54.0,156.0,4.7
5948,57.0,26,39,96.9,103.0,9.0,304.0,3.1,,Lisboa,305.0,Pastel De Nata,207.0,39.97,62.7,4.6
5949,56.0,19,26,97.2,98.0,9.0,271.0,2.9,,Lisboa,283.0,Pastel de nata,232.0,55.57,135.0,4.1
5950,47.0,24,41,101.8,72.0,10.0,278.0,3.3,,Lisboa,277.0,Pastel de nata,241.0,60.46,49.3,4.9
5951,65.0,18,32,99.1,113.0,10.0,217.0,3.3,,Lisboa,232.0,,211.0,39.92,8.1,3.3
5952,62.0,24,32,98.0,56.0,11.0,221.0,3.1,,Lisboa,215.0,N/A,233.0,36.04,16.7,3.6
5953,47.0,20,26,101.2,36.0,12.0,203.0,3.2,,Lisboa,203.0,Pastel de nata,201.0,37.22,49.2,4.1
5954,64.0,19,31,100.0,107.0,9.0,387.0,3.1,,Lisboa,389.0,Pastel Nata,217.0,51.04,129.9,5.0
5955,71.0,20,23,100.1,12.0,11.0,82.0,3.5,,Porto,93.0,Pastel de Nata,263.0,78.75,20.8,8.3
5956,42.0,21,27,98.7,82.0,11.0,230.0,3.4,,Lisboa,227.0,Pastel De Nata,192.0,40.25,16.1,5.8
5957,64.0,23,38,97.1,105.0,11.0,301.0,3.4,,Lisboa,291.0,N/A,248.0,74.61,19.3,7.0
5958,70.0,32,44,97.7,69.0,10.0,238.0,3.4,,Porto,246.0,Pastel De Nata,220.0,68.71,54.1,7.3
5959,41.0,20,49,96.0,110.0,9.0,246.0,3.4,,Lisboa,250.0,Pastel de Nata,208.0,58.77,156.9,3.6
5960,46.0,22,30,99.6,84.0,13.0,266.0,3.3,,Lisboa,265.0,Pastel de nata,179.0,40.7,31.3,4.0
5961,50.0,19,53,96.1,83.0,11.0,288.0,3.2,,Lisboa,290.0,,247.0,50.02,52.0,4.8
5962,70.0,19,29,101.0,90.0,10.0,424.0,3.3,,Lisboa,425.0,Pastel de nata,203.0,45.68,64.1,5.2
5963,75.0,35,15,103.8,34.0,13.0,87.0,3.3,,Porto,90.0,Pastel Nata,199.0,61.98,30.3,5.6
5964,42.0,42,5,98.3,22.0,9.0,75.0,3.3,,Porto,78.0,N/A,228.0,81.53,23.0,6.2
5965,78.0,23,30,100.6,92.0,11.0,233.0,3.3,,lisboa,213.0,Pastel de nata,178.0,37.22,12.0,5.5
5966,72.0,25,48,97.3,150.0,9.0,368.0,3.2,,Lisboa,374.0,Pastel Nata,195.0,58.84,116.1,6.1
5967,57.0,26,46,100.0,146.0,10.0,341.0,3.4,,Lisboa,348.0,Pastel de nata,268.0,55.85,136.1,3.7
5968,70.0,26,29,95.3,58.0,10.0,340.0,3.3,,Lisboa,328.0,Pastel De Nata,206.0,53.77,12.7,5.3
5969,48.0,23,24,101.2,117.0,9.0,396.0,3.1,,lisboa,372.0,N/A,199.0,49.03,74.2,4.7
5970,42.0,35,50,99.3,52.0,9.0,162.0,3.4,,Porto,160.0,Pastel de nata,225.0,87.17,21.1,5.3
5971,75.0,31,34,98.5,78.0,12.0,198.0,3.1,,Lisboa,201.0,N/A,241.0,36.52,49.9,5.6
5972,51.0,24,47,97.2,105.0,10.0,266.0,3.3,,LISBOA,269.0,Pastel Nata,164.0,52.13,29.7,
5973,79.0,25,40,96.8,130.0,9.0,327.0,3.2,,Lisboa,319.0,,216.0,31.52,150.4,6.1
5974,47.0,17,27,99.8,78.0,11.0,316.0,3.3,,LISBOA,310.0,Pastel Nata,210.0,79.7,45.7,3.9
5975,52.0,25,23,99.5,93.0,9.0,220.0,3.1,,Lisboa,216.0,Pastel de nata,175.0,47.89,176.9,4.7
5976,47.0,24,73,98.9,55.0,11.0,187.0,3.4,,Porto,188.0,Pastel de Nata,173.0,73.87,136.8,4.8
5977,40.0,24,29,97.8,102.0,11.0,268.0,3.3,,Lisboa,251.0,Pastel de nata,202.0,45.05,16.1,3.7
5978,42.0,22,37,98.3,48.0,11.0,238.0,3.0,,Lisboa,251.0,Pastel de nata,283.0,44.28,14.5,4.9
5979,45.0,29,20,99.0,28.0,9.0,220.0,3.2,,Lisboa,224.0,Pastel de nata,234.0,45.9,34.1,4.0
5980,78.0,32,36,99.6,177.0,8.0,430.0,3.3,,Lisboa,427.0,,178.0,58.86,91.2,5.1
5981,51.0,22,42,100.6,105.0,9.0,360.0,2.9,,LISBOA,352.0,,223.0,64.51,136.4,4.0
5982,45.0,25,8,94.4,40.0,10.0,102.0,3.4,,Porto,94.0,,192.0,67.0,13.4,6.6
5983,51.0,21,27,99.0,46.0,11.0,227.0,3.3,,Lisboa,233.0,N/A,190.0,36.88,9.7,4.2
5984,71.0,28,41,98.4,100.0,11.0,206.0,3.3,,Lisboa,205.0,,170.0,50.02,13.1,4.9
5985,65.0,28,33,96.4,62.0,10.0,140.0,3.5,,porto,148.0,Pastel de nata,233.0,80.48,17.2,5.7
5986,66.0,28,20,99.7,108.0,10.0,309.0,3.2,,lisboa,305.0,Pastel De Nata,179.0,31.69,73.9,4.8
5987,69.0,40,45,98.3,110.0,10.0,422.0,3.1,,Lisboa,418.0,,193.0,49.88,112.3,5.8
5988,67.0,31,21,97.7,57.0,12.0,232.0,3.2,,Lisboa,224.0,Pastel de Nata,192.0,35.82,73.4,3.9
5989,67.0,21,36,93.2,102.0,11.0,229.0,3.1,,Lisboa,214.0,N/A,215.0,42.55,10.0,6.7
5990,40.0,21,51,96.9,65.0,10.0,247.0,,,Lisboa,234.0,Pastel Nata,187.0,43.74,64.9,4.9
5991,54.0,49,18,97.7,30.0,10.0,188.0,2.8,,Porto,208.0,,268.0,146.51,22.2,13.8
5992,78.0,27,48,101.7,95.0,12.0,325.0,3.1,,Lisboa,323.0,N/A,244.0,33.55,86.4,3.8
5993,62.0,27,47,97.2,52.0,12.0,185.0,3.3,,Lisboa,194.0,Pastel de Nata,182.0,29.66,46.2,
5994,46.0,40,16,101.0,16.0,11.0,77.0,3.2,,Porto,60.0,Pastel De Nata,237.0,119.87,20.1,5.8
5995,43.0,20,76,96.2,93.0,12.0,254.0,3.3,,Lisboa,269.0,N/A,211.0,45.14,26.7,4.1
5996,71.0,24,36,97.0,62.0,11.0,218.0,3.0,,Lisboa,199.0,,223.0,37.72,12.3,6.3
5997,55.0,20,26,101.6,66.0,9.0,219.0,3.3,,Lisboa,236.0,,181.0,41.24,128.1,4.7
5998,43.0,25,20,100.5,46.0,10.0,246.0,3.2,,Lisboa,250.0,,166.0,48.11,22.7,6.8
5999,45.0,25,23,98.6,99.0,10.0,312.0,3.1,,,304.0,Pastel De Nata,220.0,54.24,63.6,3.6
6000,79.0,26,29,97.7,85.0,13.0,262.0,3.2,,Lisboa,246.0,Pastel De Nata,202.0,30.88,12.2,4.1
6001,56.0,20,67,99.7,165.0,11.0,300.0,3.0,,Lisboa,310.0,Pastel de Nata,170.0,41.25,99.7,4.3
6002,61.0,19,52,101.3,77.0,10.0,302.0,3.1,,Lisboa,299.0,Pastel Nata,262.0,38.28,16.9,3.5
6003,62.0,33,14,96.9,55.0,9.0,124.0,3.3,,Porto,128.0,N/A,198.0,77.32,20.8,6.3
6004,65.0,26,36,99.5,38.0,13.0,176.0,3.3,,Lisboa,170.0,Pastel de Nata,207.0,27.36,20.3,6.3
6005,62.0,28,22,103.2,102.0,9.0,215.0,3.2,,Porto,204.0,Pastel Nata,241.0,75.19,18.5,5.9
6006,70.0,43,26,100.2,20.0,9.0,182.0,3.1,,Porto,164.0,Pastel de nata,237.0,97.78,19.4,6.4
6007,75.0,20,29,97.3,52.0,11.0,150.0,3.5,,Lisboa,135.0,Pastel De Nata,182.0,31.12,14.6,5.4
6008,53.0,31,27,,60.0,12.0,175.0,3.1,,Lisboa,177.0,,201.0,33.38,26.9,3.5
6009,49.0,32,31,96.2,58.0,9.0,136.0,3.1,,Porto,144.0,,266.0,124.9,24.2,7.4
6010,74.0,20,73,96.4,52.0,10.0,207.0,2.8,,Lisboa,224.0,Pastel Nata,194.0,41.68,173.0,5.0
6011,59.0,25,32,98.3,87.0,13.0,271.0,3.4,,Lisboa,265.0,Pastel de Nata,176.0,30.03,19.5,4.0
6012,72.0,25,43,96.8,93.0,11.0,296.0,3.1,,,304.0,Pastel De Nata,240.0,43.88,72.8,4.3
6013,47.0,21,30,99.2,107.0,10.0,288.0,3.3,,Lisboa,293.0,Pastel Nata,240.0,47.49,27.9,7.2
6014,76.0,24,57,100.2,16.0,12.0,63.0,3.2,,Porto,62.0,Pastel de nata,298.0,47.58,13.7,5.1
6015,63.0,23,33,99.5,69.0,11.0,342.0,3.1,,Lisboa,337.0,Pastel Nata,202.0,38.8,12.5,5.2
6016,46.0,25,35,98.5,38.0,9.0,258.0,3.3,,Lisboa,244.0,Pastel de nata,195.0,47.59,15.8,5.1
6017,78.0,27,0,100.9,64.0,14.0,150.0,3.7,,Porto,142.0,Pastel De Nata,150.0,49.02,18.3,7.9
6018,67.0,21,36,101.4,39.0,10.0,173.0,3.2,,Lisboa,185.0,N/A,225.0,68.62,51.4,8.0
6019,80.0,35,26,95.3,95.0,10.0,277.0,3.2,,Porto,262.0,,241.0,79.0,18.7,5.2
6020,61.0,34,31,99.3,76.0,10.0,125.0,3.3,,Porto,137.0,,263.0,76.7,22.3,5.4
6021,57.0,19,62,99.7,115.0,9.0,291.0,3.0,,Lisboa,273.0,Pastel De Nata,223.0,39.13,98.3,4.7
6022,58.0,32,21,101.1,92.0,11.0,314.0,3.2,,Lisboa,302.0,Pastel de Nata,238.0,32.51,113.8,4.4
6023,80.0,34,27,98.6,28.0,10.0,110.0,3.4,,Porto,97.0,,230.0,61.56,18.1,6.2
6024,46.0,44,27,100.5,42.0,10.0,107.0,3.3,,Porto,85.0,,259.0,86.05,16.5,4.8
6025,53.0,25,30,96.1,66.0,13.0,177.0,3.2,,Lisboa,171.0,Pastel de nata,188.0,61.21,46.9,5.7
6026,43.0,24,21,98.2,94.0,10.0,253.0,3.1,,Lisboa,266.0,Pastel de nata,174.0,40.31,71.4,4.8
6027,60.0,25,29,99.3,75.0,13.0,265.0,3.2,,Lisboa,263.0,Pastel De Nata,186.0,36.56,33.0,3.7
6028,70.0,21,45,98.7,43.0,12.0,175.0,3.2,,Lisboa,180.0,Pastel Nata,215.0,36.63,63.6,8.1
6029,48.0,45,22,98.7,74.0,10.0,271.0,3.2,,,262.0,Pastel de nata,241.0,77.48,20.8,5.4
6030,73.0,23,18,96.4,52.0,9.0,328.0,3.5,,Lisboa,342.0,Pastel de Nata,198.0,86.37,19.0,6.5
6031,60.0,27,16,99.3,82.0,10.0,345.0,3.1,,Lisboa,334.0,,176.0,34.91,64.4,
6032,77.0,46,4,98.4,26.0,10.0,58.0,3.3,,Porto,72.0,Pastel De Nata,226.0,79.75,15.0,5.2
6033,41.0,24,25,95.9,34.0,10.0,184.0,3.2,,Lisboa,179.0,Pastel De Nata,204.0,47.43,18.8,3.8
6034,57.0,32,31,102.0,71.0,10.0,132.0,3.3,,Porto,131.0,,220.0,60.83,20.8,6.7
6035,62.0,25,39,100.7,69.0,10.0,305.0,3.2,,Lisboa,313.0,,224.0,55.95,21.9,5.2
6036,72.0,21,49,100.2,95.0,,295.0,3.3,,Lisboa,276.0,Pastel de nata,192.0,52.7,72.1,5.2
6037,64.0,53,33,97.0,18.0,9.0,74.0,3.1,,Porto,65.0,Pastel de nata,262.0,50.52,13.8,5.0
6038,60.0,27,40,96.2,93.0,11.0,144.0,3.5,,Porto,134.0,Pastel Nata,275.0,82.28,15.2,7.2
6039,72.0,26,18,98.8,124.0,10.0,364.0,3.3,,Lisboa ,353.0,Pastel de nata,212.0,42.99,76.1,4.5
6040,48.0,34,11,98.2,22.0,11.0,73.0,3.3,,Porto ,68.0,Pastel De Nata,213.0,45.04,23.7,6.3
6041,58.0,20,30,96.6,94.0,11.0,255.0,3.1,,Lisboa,248.0,Pastel De Nata,203.0,46.49,50.7,5.5
6042,64.0,23,25,100.0,98.0,9.0,340.0,3.2,,Lisboa,352.0,Pastel De Nata,186.0,55.93,68.5,4.1
6043,58.0,19,28,99.0,61.0,11.0,190.0,3.0,,Lisboa,168.0,N/A,267.0,33.99,8.1,3.8
6044,56.0,34,27,101.2,38.0,12.0,73.0,3.3,,Porto,86.0,Pastel de Nata,200.0,71.13,20.8,6.3
6045,49.0,25,50,100.3,46.0,10.0,163.0,3.5,,Porto,142.0,Pastel De Nata,188.0,68.88,17.8,7.6
6046,42.0,22,42,98.1,28.0,11.0,183.0,3.1,,Lisboa,191.0,Pastel Nata,224.0,31.86,45.8,4.0
6047,59.0,17,26,100.1,104.0,9.0,214.0,3.1,,,220.0,Pastel de nata,191.0,35.18,109.3,3.7
6048,64.0,25,40,97.8,134.0,9.0,365.0,3.2,,Lisboa,375.0,Pastel de Nata,192.0,36.93,78.6,5.0
6049,66.0,30,20,97.0,66.0,13.0,219.0,3.2,,Lisboa,213.0,N/A,207.0,38.84,28.6,4.5
6050,76.0,21,28,97.6,84.0,11.0,253.0,3.2,,Lisboa,265.0,Pastel de Nata,180.0,42.26,88.6,5.3
6051,73.0,22,30,95.7,83.0,11.0,210.0,3.2,,Lisboa,203.0,,229.0,37.58,21.9,6.5
6052,55.0,44,14,100.8,34.0,11.0,86.0,3.3,,Porto,80.0,Pastel de nata,220.0,76.1,19.8,5.4
6053,43.0,22,51,94.2,59.0,10.0,239.0,3.1,,Lisboa,230.0,,189.0,53.31,57.3,9.5
6054,62.0,19,27,97.7,111.0,9.0,284.0,3.3,,Lisboa,269.0,Pastel de Nata,181.0,47.35,124.5,3.8
6055,57.0,53,4,97.3,34.0,10.0,74.0,3.6,,Porto,81.0,Pastel Nata,200.0,70.18,21.2,5.9
6056,57.0,19,28,93.5,73.0,13.0,205.0,3.3,,Lisboa,207.0,Pastel De Nata,166.0,29.97,17.1,3.9
6057,74.0,27,32,100.0,40.0,9.0,280.0,3.2,,Lisboa,296.0,N/A,214.0,67.61,17.5,4.8
6058,44.0,20,60,97.1,106.0,9.0,304.0,3.2,,Lisboa,321.0,,239.0,50.55,167.8,6.1
6059,72.0,25,31,99.9,111.0,10.0,323.0,3.2,,Lisboa,339.0,Pastel de nata,199.0,52.23,159.8,5.2
6060,50.0,16,50,97.6,77.0,11.0,289.0,3.2,,Lisboa,279.0,N/A,233.0,50.27,53.6,4.6
6061,48.0,39,7,100.6,78.0,10.0,269.0,3.3,,Lisboa,271.0,,155.0,45.09,69.5,5.6
6062,76.0,18,31,98.3,130.0,12.0,242.0,3.2,,Lisboa,240.0,Pastel de nata,194.0,31.97,60.6,7.1
6063,63.0,22,33,99.7,58.0,10.0,233.0,3.1,,Lisboa,240.0,Pastel De Nata,227.0,43.45,15.7,7.0
6064,40.0,21,24,98.0,50.0,9.0,255.0,3.2,,Lisboa,246.0,Pastel De Nata,172.0,59.61,14.6,4.5
6065,78.0,36,35,96.7,71.0,10.0,329.0,3.1,,Lisboa,314.0,Pastel Nata,238.0,50.44,61.1,5.2
6066,59.0,27,30,98.3,69.0,12.0,195.0,3.1,,Lisboa,204.0,N/A,206.0,33.25,32.7,3.1
6067,53.0,20,34,96.4,50.0,10.0,158.0,3.1,,lisboa,155.0,Pastel Nata,243.0,34.39,12.1,3.7
6068,79.0,18,42,95.6,68.0,13.0,268.0,3.1,,Lisboa,265.0,Pastel de nata,214.0,24.68,17.1,7.5
